run,seed,condition,iteration,phase,step,scope,mse,denominator,relative,timing
run-06-C10,410081,C10,0,critic,6,16x180,0.05144139689933566,0.005203262859709429,9.886372894528023,pre_current_step_logged_after
run-06-C10,410081,C10,0,critic,7,16x180,0.036597524508889034,0.0035277053969508345,10.374314289544143,pre_current_step_logged_after
run-06-C10,410081,C10,1,targets,before_all,64x180,0.040525375445332204,0.005363987407896902,7.555084000695164,pre_update
run-06-C10,410081,C10,1,critic,0,16x180,0.0338901021401751,0.005246712258711287,6.4593026011491785,pre_current_step_logged_after
run-06-C10,410081,C10,1,critic,1,16x180,0.03812069224630839,0.006174732714605568,6.1736586842275125,pre_current_step_logged_after
run-06-C10,410081,C10,1,critic,2,16x180,0.02876492458360385,0.0035454960693029904,8.113088837596356,pre_current_step_logged_after
run-06-C10,410081,C10,1,critic,3,16x180,0.03678769695922573,0.0064890085889677636,5.669232280223829,pre_current_step_logged_after
run-06-C10,410081,C10,1,critic,4,16x180,0.025786282202659827,0.004610426464951249,5.5930362188159295,pre_current_step_logged_after
run-06-C10,410081,C10,1,critic,5,16x180,0.023743152732475768,0.006733707501584927,3.526014862820711,pre_current_step_logged_after
run-06-C10,410081,C10,1,critic,6,16x180,0.02121872470219411,0.003994659342703834,5.3117732657103005,pre_current_step_logged_after
run-06-C10,410081,C10,1,critic,7,16x180,0.022248175954755447,0.0061171563223475995,3.6370128181091173,pre_current_step_logged_after
run-07-C0,410081,C0,0,targets,before_all,64x180,0.08553469056932468,0.004930648888616019,17.34755252332181,pre_update
run-07-C0,410081,C0,0,critic,0,16x180,0.06202317186154919,0.005467611504356788,11.343741561032072,pre_current_step_logged_after
run-07-C0,410081,C0,0,critic,1,16x180,0.09267937145743449,0.005997470782430058,15.45307594143587,pre_current_step_logged_after
run-07-C0,410081,C0,0,critic,2,16x180,0.071683899766407,0.002962696183297237,24.19549468843232,pre_current_step_logged_after
run-07-C0,410081,C0,0,critic,3,16x180,0.06886964831038313,0.005294817084379993,13.006992916441334,pre_current_step_logged_after
run-07-C0,410081,C0,0,critic,4,16x180,0.05378473377014941,0.005730209755819135,9.386171896330673,pre_current_step_logged_after
run-07-C0,410081,C0,0,critic,5,16x180,0.05481205286086706,0.0052614175419846785,10.417734844931392,pre_current_step_logged_after
run-07-C0,410081,C0,0,critic,6,16x180,0.05144139689933566,0.005203262859709429,9.886372894528023,pre_current_step_logged_after
run-07-C0,410081,C0,0,critic,7,16x180,0.036597524508889034,0.0035277053969508345,10.374314289544143,pre_current_step_logged_after
run-07-C0,410081,C0,1,targets,before_all,64x180,0.040525375445332204,0.005363987407896902,7.555084000695164,pre_update
run-07-C0,410081,C0,1,critic,0,16x180,0.0338901021401751,0.005246712258711287,6.4593026011491785,pre_current_step_logged_after
run-07-C0,410081,C0,1,critic,1,16x180,0.03812069224630839,0.006174732714605568,6.1736586842275125,pre_current_step_logged_after
run-07-C0,410081,C0,1,critic,2,16x180,0.02876492458360385,0.0035454960693029904,8.113088837596356,pre_current_step_logged_after
run-07-C0,410081,C0,1,critic,3,16x180,0.03678769695922573,0.0064890085889677636,5.669232280223829,pre_current_step_logged_after
run-07-C0,410081,C0,1,critic,4,16x180,0.025786282202659827,0.004610426464951249,5.5930362188159295,pre_current_step_logged_after
run-07-C0,410081,C0,1,critic,5,16x180,0.023743152732475768,0.006733707501584927,3.526014862820711,pre_current_step_logged_after
run-07-C0,410081,C0,1,critic,6,16x180,0.02121872470219411,0.003994659342703834,5.3117732657103005,pre_current_step_logged_after
run-07-C0,410081,C0,1,critic,7,16x180,0.022248175954755447,0.0061171563223475995,3.6370128181091173,pre_current_step_logged_after
run-08-C5,410081,C5,0,targets,before_all,64x180,0.08553469056932468,0.004930648888616019,17.34755252332181,pre_update
run-08-C5,410081,C5,0,critic,0,16x180,0.06202317186154919,0.005467611504356788,11.343741561032072,pre_current_step_logged_after
run-08-C5,410081,C5,0,critic,1,16x180,0.09267937145743449,0.005997470782430058,15.45307594143587,pre_current_step_logged_after
run-08-C5,410081,C5,0,critic,2,16x180,0.071683899766407,0.002962696183297237,24.19549468843232,pre_current_step_logged_after
run-08-C5,410081,C5,0,critic,3,16x180,0.06886964831038313,0.005294817084379993,13.006992916441334,pre_current_step_logged_after
run-08-C5,410081,C5,0,critic,4,16x180,0.05378473377014941,0.005730209755819135,9.386171896330673,pre_current_step_logged_after
run-08-C5,410081,C5,0,critic,5,16x180,0.05481205286086706,0.0052614175419846785,10.417734844931392,pre_current_step_logged_after
run-08-C5,410081,C5,0,critic,6,16x180,0.05144139689933566,0.005203262859709429,9.886372894528023,pre_current_step_logged_after
run-08-C5,410081,C5,0,critic,7,16x180,0.036597524508889034,0.0035277053969508345,10.374314289544143,pre_current_step_logged_after
run-08-C5,410081,C5,1,targets,before_all,64x180,0.040525375445332204,0.005363987407896902,7.555084000695164,pre_update
run-08-C5,410081,C5,1,critic,0,16x180,0.0338901021401751,0.005246712258711287,6.4593026011491785,pre_current_step_logged_after
run-08-C5,410081,C5,1,critic,1,16x180,0.03812069224630839,0.006174732714605568,6.1736586842275125,pre_current_step_logged_after
run-08-C5,410081,C5,1,critic,2,16x180,0.02876492458360385,0.0035454960693029904,8.113088837596356,pre_current_step_logged_after
run-08-C5,410081,C5,1,critic,3,16x180,0.03678769695922573,0.0064890085889677636,5.669232280223829,pre_current_step_logged_after
run-08-C5,410081,C5,1,critic,4,16x180,0.025786282202659827,0.004610426464951249,5.5930362188159295,pre_current_step_logged_after
run-08-C5,410081,C5,1,critic,5,16x180,0.023743152732475768,0.006733707501584927,3.526014862820711,pre_current_step_logged_after
run-08-C5,410081,C5,1,critic,6,16x180,0.02121872470219411,0.003994659342703834,5.3117732657103005,pre_current_step_logged_after
run-08-C5,410081,C5,1,critic,7,16x180,0.022248175954755447,0.0061171563223475995,3.6370128181091173,pre_current_step_logged_after
